Devices
1000
		FP_links - Force			FP_links - Moment			FP_links - CoP			FP_links - Raw								FP_rechts - Force			FP_rechts - Moment			FP_rechts - CoP			FP_rechts - Raw								Combined Force			Combined Moment			Combined CoP			
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	FX12	FX34	FY14	FY23	FZ1	FZ2	FZ3	FZ4	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	FX12	FX34	FY14	FY23	FZ1	FZ2	FZ3	FZ4	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	V	V	V	V	V	V	V	V	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	V	V	V	V	V	V	V	V	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
5	3	42.8361	-2.30491	-352.969	-52864.3	-20162	-4782.77	642.879	149.77	0	19.0006	23.8354	9.54701	-7.2421	40.9128	34.0914	186.216	91.7486	-41.2207	-11.0103	-379.093	-53529.1	35794.3	3271.8	94.4211	141.203	0	-16.4369	-24.7837	2.88223	8.12809	66.2003	21.2736	87.0721	204.547	1.61539	-13.3152	-732.062	-106393	262711	-3124.4	358.864	145.334	0
5	4	42.7579	-2.14337	-353.596	-52695.3	-20358.7	-4861.07	642.424	149.027	0	18.9315	23.8264	9.61549	-7.47212	40.9996	34.6303	186.467	91.4993	-41.2986	-10.9517	-379.091	-53473.3	35840.8	3248.13	94.544	141.057	0	-16.5451	-24.7535	2.82357	8.12809	66.0181	21.5577	86.6842	204.831	1.45929	-13.095	-732.687	-106169	262999	-3113.3	358.952	144.903	0
5	5	43.2312	-2.18531	-353.689	-52896.8	-20224.8	-4847.25	642.818	149.557	0	19.1297	24.1014	9.55603	-7.37072	41.0185	34.2737	186.505	91.8921	-41.0352	-11.0094	-380.088	-53576.4	35808.4	3171.08	94.2108	140.958	0	-16.4275	-24.6078	3.01849	7.99088	66.2834	21.5972	87.1947	205.013	2.19595	-13.1947	-733.777	-106473	263166	-3205.89	358.646	145.103	0
5	6	43.0193	-2.26324	-354.266	-52780.2	-20373.8	-4793.76	642.49	148.985	0	19.0879	23.9314	9.54701	-7.28377	41.1618	34.6493	186.793	91.6618	-41.4068	-10.8829	-379.374	-53364.3	35998.9	3182.8	94.8907	140.664	0	-16.6818	-24.7251	2.84255	8.04039	66.6083	21.3131	86.7041	204.748	1.61248	-13.1462	-733.64	-106144	263611	-3195.23	359.32	144.682	0
5	7	42.8448	-1.92821	-353.909	-52634.5	-20239.3	-4895.35	642.812	148.723	0	18.9406	23.9042	9.54701	-7.6188	41.3241	34.5621	186.399	91.6239	-41.2595	-10.8626	-379.113	-53665.6	35927.8	3046.54	94.7681	141.556	0	-16.7198	-24.5396	3.01848	7.84415	66.2203	20.9895	87.0522	204.851	1.58536	-12.7908	-733.022	-106300	263425	-3198.56	359.368	145.016	0
5	8	42.8968	-2.02119	-353.422	-52884.9	-20311.8	-4697.56	642.528	149.637	0	19.1988	23.698	9.41007	-7.38889	40.7696	34.3989	186.486	91.7674	-41.0944	-10.8634	-378.666	-53822.9	35998	3120.1	95.0654	142.138	0	-16.5832	-24.5112	2.91069	7.95268	66.0181	20.6659	86.9692	205.013	1.80243	-12.8846	-732.088	-106708	263081	-2992.29	359.358	145.758	0
5	9	43.1116	-1.97027	-353.508	-53030	-20302.4	-4838.18	642.569	150.011	0	19.0971	24.0145	9.46048	-7.49022	40.8373	34.0915	186.793	91.7864	-41.1432	-10.9326	-378.606	-53545.1	36072.6	3229.35	95.2774	141.427	0	-16.4958	-24.6474	2.82359	8.10898	66.2834	20.9104	86.5219	204.89	1.96832	-12.9028	-732.115	-106575	263226	-2988.01	359.542	145.572	0
6	0	42.7248	-1.96114	-352.81	-53081.7	-20433.1	-4896.53	642.085	150.454	0	18.8025	23.9223	9.46951	-7.50837	40.4262	34.0535	186.831	91.4994	-41.0848	-11.2837	-379.46	-53518.6	35899.4	3175.48	94.6068	141.039	0	-16.5546	-24.5302	3.01845	8.26527	66.3231	21.376	86.8898	204.871	1.64003	-13.2449	-732.27	-106600	262433	-3093.85	358.384	145.575	0
6	1	42.9455	-2.16652	-353.434	-52833.2	-20432.3	-4980.07	642.189	149.486	0	18.8351	24.1104	9.67489	-7.50837	40.7995	34.486	186.687	91.4615	-41.0753	-11.0574	-380.006	-53472.4	35844.2	3137.19	94.3254	140.715	0	-16.5641	-24.5112	2.97882	8.07863	66.4657	21.5774	87.0918	204.871	1.87019	-13.224	-733.44	-106306	262816	-3359.45	358.333	144.941	0
6	2	42.8447	-2.19328	-353.526	-52575.6	-20243.1	-4947.72	642.739	148.718	0	18.9133	23.9314	9.77046	-7.57718	41.2862	34.5431	186.236	91.4615	-40.871	-11.0874	-379.781	-53468.2	35951.1	3065.73	94.6628	140.787	0	-16.5641	-24.3068	3.03744	8.04994	66.6281	21.3132	86.9692	204.871	1.97374	-13.2807	-733.307	-106044	263176	-3417.29	358.89	144.61	0
